Price,Bedrooms,Bathrooms,SqFt,City,Province,Year_Built,Type,Garage,Lot_Area
641132,2,1,1766,Calgary,ON,1961,House,0,7865
839547,5,3,1427,Montreal,ON,2020,Condo,1,6685
750459,4,1,2849,Calgary,AB,1970,House,1,6471
162226,2,1,3124,Montreal,ON,1985,House,0,7721
850692,1,1,3834,Vancouver,QC,1989,Apartment,0,1834
521406,4,3,2988,Toronto,BC,2005,House,0,5093
609489,2,3,2175,Toronto,ON,1979,Apartment,0,6535
454985,1,3,1151,Calgary,BC,2020,Condo,1,5149
403120,2,2,3542,Ottawa,QC,1962,Apartment,0,4952
772475,1,1,2845,Ottawa,ON,2007,Condo,0,2403
146787,4,1,2063,Ottawa,QC,1999,Apartment,1,1341
745893,2,3,2044,Montreal,QC,2011,Apartment,0,9850
682418,3,3,2465,Vancouver,BC,1981,Condo,0,5561
225625,5,3,2443,Calgary,QC,2004,Condo,0,2408
790390,4,3,2318,Montreal,ON,2005,House,0,2800
249031,3,3,3922,Calgary,QC,1957,Apartment,0,5549
164891,1,3,3865,Vancouver,ON,1991,Condo,0,6847
882377,1,3,2716,Montreal,BC,1983,Condo,1,5593
601573,5,3,855,Calgary,QC,1986,Condo,0,7916
367415,1,1,2941,Ottawa,QC,1987,Condo,0,6635
401717,2,1,1657,Calgary,QC,1972,Apartment,1,3607
972781,2,3,2746,Ottawa,QC,2002,House,0,9457
752439,3,3,1941,Calgary,ON,2016,Apartment,1,6750
500280,1,2,3993,Ottawa,ON,2020,Condo,1,8637
649008,2,3,1428,Toronto,ON,1964,House,1,4547
823066,2,3,1515,Toronto,AB,1974,Condo,0,4632
807698,2,3,1044,Vancouver,BC,2018,Condo,1,9748
374430,2,2,1575,Montreal,QC,1991,Condo,1,6643
715277,1,3,3187,Ottawa,ON,2006,Condo,0,2328
920130,2,2,1250,Montreal,BC,2011,Apartment,1,8211
924528,4,1,1664,Vancouver,ON,1985,Condo,0,9275
155863,1,3,3347,Montreal,ON,1964,Apartment,0,4424
170939,1,2,2857,Montreal,ON,2014,Apartment,1,5079
518497,2,3,886,Ottawa,QC,2002,House,0,3309
145601,3,3,972,Montreal,QC,1973,Condo,1,2994
463584,2,1,1882,Toronto,BC,2019,House,1,5082
946446,2,3,2926,Montreal,ON,1960,House,0,6917
282143,1,1,3341,Ottawa,ON,1986,Apartment,0,6319
204066,3,1,3380,Calgary,BC,1964,Apartment,0,9697
960602,1,3,2844,Toronto,ON,1953,Apartment,0,3690
430773,3,2,1263,Ottawa,QC,1970,Condo,0,4135
129097,3,3,3741,Vancouver,BC,2001,House,1,1069
307235,2,3,1121,Vancouver,ON,1987,House,1,8426
590958,5,3,1812,Vancouver,AB,2006,Apartment,0,7835
149251,5,2,2911,Montreal,AB,2016,Apartment,0,7236
189830,3,2,1567,Vancouver,QC,1992,Condo,1,5712
427285,2,3,2788,Calgary,QC,1998,Condo,1,9850
609707,3,3,2778,Vancouver,ON,2005,Condo,0,3089
996292,1,1,1936,Vancouver,QC,1954,Condo,0,5982
850319,5,3,2882,Montreal,QC,1974,Condo,1,4414
269512,5,2,1589,Ottawa,QC,2014,House,0,4219
380638,2,2,1023,Ottawa,QC,2002,Apartment,0,3429
945126,2,1,1838,Montreal,AB,2005,Apartment,0,1396
949374,1,2,1512,Calgary,ON,2010,House,1,4289
408100,1,3,3561,Vancouver,BC,1958,Condo,0,1315
195576,4,3,3106,Calgary,ON,1987,Apartment,1,1074
726192,2,3,1600,Montreal,AB,1995,Condo,1,1264
384571,1,2,2124,Montreal,BC,2021,Condo,1,2537
929302,3,1,3306,Ottawa,ON,1957,House,1,1582
683578,2,2,807,Vancouver,AB,1976,Apartment,0,4308
131156,2,3,1139,Montreal,BC,2002,House,1,7003
770489,1,2,1946,Ottawa,ON,2017,Condo,0,1769
349948,1,3,1081,Toronto,AB,2018,House,0,5988
668635,4,2,3947,Calgary,ON,1959,House,0,3819
404666,2,2,2191,Toronto,BC,1972,Condo,1,1451
280816,3,3,840,Calgary,QC,1996,House,0,9669
336581,2,1,3539,Vancouver,ON,2007,Apartment,1,1702
691183,2,2,1934,Ottawa,ON,1994,House,0,4520
216616,3,2,2716,Montreal,QC,2017,Apartment,0,8465
656831,2,2,2423,Vancouver,ON,2005,House,0,6905
193952,4,1,2847,Calgary,ON,2002,Apartment,0,8048
922792,3,1,930,Ottawa,QC,1999,Apartment,0,7267
283750,2,2,1057,Toronto,AB,1986,Condo,0,8556
238987,1,1,1337,Vancouver,ON,1999,House,0,3228
109124,4,1,1666,Calgary,QC,1992,Condo,0,5492
960914,1,2,2548,Montreal,ON,1957,House,1,6848
180748,4,1,1687,Calgary,ON,1983,House,1,7717
616603,3,3,2971,Toronto,AB,2011,House,1,3380
245918,3,1,3789,Vancouver,AB,1975,Apartment,1,9028
167748,3,1,1853,Toronto,AB,1999,Apartment,0,2556
420637,3,1,1579,Calgary,ON,1958,Apartment,0,9303
152006,5,3,846,Calgary,BC,1979,House,1,5626
819491,3,1,2519,Vancouver,ON,1997,House,0,4945
132688,3,1,2504,Ottawa,BC,1986,Condo,1,2651
330820,1,1,2517,Ottawa,BC,1969,Condo,0,5474
804393,3,1,1514,Vancouver,QC,1973,Apartment,1,6586
181008,3,3,1218,Toronto,ON,1986,House,1,1746
632322,4,1,1961,Montreal,BC,1968,Condo,1,1513
357543,1,3,2721,Calgary,BC,1970,House,1,5084
838547,5,3,3551,Toronto,ON,1998,Condo,0,4621
429542,5,3,869,Calgary,BC,1997,House,1,1806
857108,1,2,2912,Montreal,QC,1969,House,0,5947
944990,1,3,3693,Ottawa,ON,2013,Condo,0,7182
543969,2,2,3606,Calgary,ON,2018,Condo,1,8812
905157,1,1,1500,Calgary,AB,1981,Condo,1,7117
244019,4,2,2647,Calgary,BC,1956,House,0,4552
300349,5,2,2120,Toronto,ON,2004,House,0,3414
139087,4,1,1757,Ottawa,AB,1975,House,0,8406
521592,3,1,2820,Vancouver,BC,1956,House,1,5168
521897,1,2,2539,Calgary,QC,1987,Condo,1,5290
575835,1,3,2745,Toronto,ON,1966,Condo,1,1415
696048,2,2,3966,Ottawa,BC,1994,House,0,5028
685608,1,3,3300,Calgary,QC,2016,House,0,7710
513546,4,2,2813,Ottawa,BC,1997,Condo,1,8606
997849,3,1,826,Vancouver,AB,1995,House,0,4600
626239,4,2,2364,Calgary,QC,1997,Condo,1,4491
232183,4,3,2429,Vancouver,BC,2011,Condo,1,8607
672683,2,3,2724,Montreal,ON,1969,Apartment,0,3229
225346,2,3,2948,Montreal,QC,1970,House,1,8045
668564,4,3,2682,Calgary,AB,1962,Condo,0,5998
507914,2,2,2185,Vancouver,ON,1979,House,1,7329
297550,3,1,1221,Calgary,AB,2010,House,0,9142
937101,3,1,1110,Montreal,ON,2005,Apartment,0,1712
742704,5,1,3336,Calgary,QC,1993,Condo,0,2540
468412,4,2,832,Calgary,QC,2013,House,1,1579
238808,2,2,3306,Toronto,ON,1958,House,1,3269
672707,5,1,1377,Toronto,QC,2000,House,0,7314
457858,3,1,1198,Montreal,ON,1980,House,0,8129
238246,5,2,3815,Toronto,BC,1987,Apartment,1,5267
126258,5,1,1152,Toronto,ON,1956,Apartment,1,5114
835726,2,3,1829,Toronto,QC,1985,House,0,8008
509115,2,2,835,Montreal,ON,1979,Apartment,0,3510
326920,3,2,2683,Ottawa,ON,1958,Apartment,1,7702
874357,1,3,2154,Toronto,ON,2005,Condo,0,8951
820788,5,3,3601,Toronto,ON,1960,Condo,0,1112
174244,3,2,3918,Ottawa,BC,2004,House,1,2802
148236,3,1,3561,Vancouver,QC,2018,Apartment,0,7237
905040,3,3,3682,Montreal,QC,2015,House,0,2376
209023,5,1,2914,Montreal,QC,1973,Condo,1,3389
252019,3,2,1730,Vancouver,ON,1952,House,0,7820
135704,4,3,3098,Vancouver,BC,2003,House,0,3663
132043,2,3,1837,Ottawa,QC,1976,Apartment,1,2712
481871,2,2,3866,Vancouver,BC,1984,Apartment,1,5659
228139,2,2,2633,Toronto,QC,2010,Condo,0,7998
333076,4,3,3473,Toronto,AB,1993,Condo,0,5788
944076,5,3,2618,Calgary,AB,1998,Apartment,1,8110
906450,2,3,1951,Calgary,ON,1989,Condo,1,5276
139409,5,1,3687,Toronto,ON,1964,Condo,1,6296
540324,2,1,2394,Montreal,QC,2013,Condo,0,5219
857150,5,2,976,Toronto,QC,2016,House,1,7301
559457,5,1,1607,Calgary,ON,1969,Condo,1,9687
569804,5,3,1868,Toronto,ON,1972,Condo,0,3265
938202,3,3,2599,Vancouver,ON,1976,Apartment,1,5261
525672,2,2,1439,Ottawa,QC,2020,Apartment,1,2295
487409,1,2,1970,Ottawa,ON,1992,House,1,9920
477527,4,3,3143,Toronto,AB,1969,House,0,2891
822722,3,1,1749,Calgary,BC,1972,House,0,7034
303416,5,1,3926,Ottawa,QC,1964,Condo,1,4819
448943,2,2,1011,Vancouver,ON,1964,Apartment,1,2274
736200,1,3,3113,Calgary,AB,1997,House,1,5896
630731,4,3,3408,Vancouver,ON,1956,House,1,4937
627981,5,3,2001,Toronto,ON,1967,Apartment,0,4256
434394,5,2,2376,Vancouver,BC,1963,House,1,1831
434708,4,1,1590,Montreal,BC,2012,Apartment,1,9856
562067,4,2,1245,Vancouver,AB,1997,Apartment,0,9182
129070,1,1,2213,Toronto,QC,1955,House,1,9981
553009,1,1,3995,Ottawa,BC,1984,House,0,2727
148838,5,2,2169,Toronto,QC,1955,Condo,0,6718
792162,2,1,1568,Toronto,QC,1956,Condo,1,3544
160615,4,1,1148,Calgary,BC,1982,Apartment,0,7441
643516,5,2,3713,Montreal,AB,1980,Apartment,0,2430
546592,5,2,2401,Ottawa,AB,1972,House,1,4936
618506,4,3,3512,Vancouver,ON,2001,Condo,1,8371
118549,4,3,3617,Montreal,QC,1965,House,0,7695
233350,4,2,3748,Ottawa,AB,1982,Condo,1,7940
786124,2,3,3414,Vancouver,AB,1980,Condo,1,7489
708833,3,1,1007,Montreal,BC,1951,House,1,2232
779201,1,1,3274,Toronto,ON,2003,Apartment,1,6373
579636,4,1,3146,Ottawa,ON,2007,Condo,1,8203
556879,2,1,3060,Toronto,AB,2013,Condo,0,1366
972608,1,2,3545,Vancouver,ON,2007,Apartment,1,5958
953879,4,2,1242,Calgary,QC,2006,House,1,3551
268038,3,3,2939,Calgary,AB,1959,House,1,9644
740198,1,2,1945,Toronto,ON,1962,House,0,6198
838830,3,1,1577,Calgary,ON,1971,Condo,0,8528
223336,3,3,3769,Calgary,ON,1960,House,0,2244
448829,2,2,3090,Toronto,QC,2017,Apartment,1,4943
421323,3,1,2149,Vancouver,BC,2011,Condo,1,9168
434450,1,2,828,Ottawa,QC,1984,Apartment,0,1621
122779,3,3,1082,Calgary,ON,1991,Condo,1,9788
953492,3,3,3131,Montreal,ON,1996,Apartment,0,2932
963248,4,3,2561,Vancouver,AB,1998,Apartment,0,6409
590856,2,3,3801,Vancouver,ON,1990,House,1,1222
724550,5,1,3897,Vancouver,ON,1950,Condo,1,7571
458191,1,1,873,Calgary,ON,1957,Condo,1,8919
749044,2,1,3362,Vancouver,QC,2007,Condo,0,5681
841250,1,1,2627,Calgary,ON,1981,Apartment,0,5135
560196,4,2,1375,Vancouver,QC,1999,House,0,1751
628380,2,2,3158,Ottawa,QC,2005,Condo,1,3913
778160,4,1,3876,Toronto,ON,1999,Apartment,1,5157
778480,5,3,2064,Toronto,AB,1953,Apartment,1,1676
235369,2,1,1643,Calgary,ON,1974,House,1,9681
558953,2,1,3290,Vancouver,AB,1966,House,1,8128
232632,4,3,2377,Montreal,ON,1978,Condo,0,1605
397487,1,3,2790,Ottawa,ON,1976,Condo,1,2834
973142,4,1,3270,Toronto,BC,1975,House,0,1137
750341,1,1,3789,Montreal,ON,2003,Condo,1,8586
700309,4,2,3144,Toronto,BC,1969,Apartment,0,1352
974271,5,3,3424,Montreal,BC,2000,House,0,5574
447326,3,3,1582,Vancouver,BC,2011,Apartment,0,6708
149203,4,3,3835,Calgary,ON,2019,Condo,1,1100
320440,2,3,1563,Vancouver,BC,1976,House,0,2085
612396,4,3,3376,Toronto,ON,2011,House,1,7461
652298,3,3,3404,Vancouver,ON,1950,House,0,2826
392431,3,2,3254,Vancouver,BC,2009,House,1,8997
746513,5,3,3118,Toronto,ON,1952,Condo,1,7661
954888,1,1,1358,Ottawa,ON,2004,Apartment,1,4830
605171,4,3,3447,Montreal,ON,2022,House,1,6977
786619,1,3,3590,Calgary,ON,1956,House,0,2500
795483,5,1,1278,Toronto,QC,1963,Apartment,0,2891
570023,1,3,2547,Vancouver,ON,1951,Condo,0,7552
240792,3,2,3724,Montreal,BC,1978,Condo,0,3728
544830,4,1,1222,Toronto,QC,2005,House,1,7623
167573,4,2,1623,Montreal,AB,2006,House,1,3631
965499,4,2,2760,Toronto,ON,2022,Apartment,1,3226
121980,4,1,2668,Ottawa,AB,1950,House,0,6471
961801,2,2,3395,Calgary,ON,1953,Apartment,1,8210
479197,4,2,2828,Toronto,AB,1952,House,0,5139
632068,3,3,3580,Vancouver,ON,1982,Apartment,1,5086
304713,2,3,1234,Vancouver,ON,1977,Condo,1,5792
179611,4,2,3622,Montreal,QC,2006,Condo,0,3172
297587,1,3,1213,Toronto,AB,2003,Apartment,1,9151
465508,5,1,2686,Montreal,AB,1952,House,1,7883
406266,1,1,2394,Calgary,ON,1992,House,1,8571
631748,2,1,1347,Vancouver,AB,1967,House,1,5404
225982,4,1,1862,Ottawa,BC,1989,Apartment,1,4648
175359,1,3,2112,Montreal,ON,1996,Apartment,0,1889
543216,3,1,3375,Vancouver,QC,1986,House,1,9512
185782,3,1,2054,Toronto,ON,1970,Apartment,1,6548
914063,3,1,955,Ottawa,ON,2010,Apartment,1,2115
337484,3,1,2621,Toronto,QC,2013,Apartment,0,7330
112328,3,2,1496,Ottawa,QC,1968,Condo,1,1143
129924,1,3,1107,Calgary,ON,1992,Condo,0,4054
580120,3,3,3232,Montreal,ON,2001,Condo,1,5098
699663,3,3,1928,Ottawa,ON,2012,Apartment,0,8221
792109,3,1,2302,Ottawa,ON,2020,Apartment,0,1606
995995,2,1,3379,Vancouver,AB,1960,House,1,6474
237103,4,3,1478,Ottawa,ON,1989,House,0,9013
888604,1,2,2965,Vancouver,ON,2004,Condo,0,5576
154551,2,1,2731,Calgary,BC,1982,Condo,1,4555
773474,1,3,2146,Calgary,ON,1956,Apartment,1,5342
995884,1,1,1593,Toronto,AB,1970,House,0,7160
288988,2,2,910,Montreal,ON,1953,House,1,3603
466482,4,1,3941,Calgary,ON,2006,Condo,1,3357
177519,4,2,2682,Calgary,QC,2022,House,0,5336
543675,5,1,813,Calgary,AB,1987,House,0,6491
733924,5,2,3435,Vancouver,QC,1954,Apartment,0,4243
682023,3,2,1976,Calgary,AB,1966,House,0,6648
152622,4,1,2037,Calgary,QC,1965,Condo,0,4753
976021,3,3,2409,Calgary,ON,2018,Condo,1,3959
880488,1,2,1893,Vancouver,ON,1967,Condo,0,5992
364081,3,2,2357,Toronto,ON,1982,House,0,7523
264371,4,3,3879,Vancouver,ON,1971,Apartment,0,3801
216963,1,2,3651,Montreal,QC,1957,Condo,1,2887
705242,2,1,3142,Vancouver,ON,2015,House,0,8077
182667,5,1,3069,Ottawa,ON,2004,Condo,0,2648
927033,1,1,2604,Montreal,ON,1992,Apartment,1,2615
421473,2,3,2705,Montreal,ON,2011,Apartment,1,3486
920133,3,1,1214,Montreal,BC,1951,Apartment,1,5308
945701,2,2,3683,Ottawa,ON,1953,Apartment,0,3288
501410,3,3,2558,Ottawa,ON,1952,Apartment,0,8728
107060,3,1,2621,Calgary,BC,1996,Condo,1,5048
152694,1,1,2410,Vancouver,QC,1966,Condo,0,3880
361721,5,1,1739,Toronto,ON,1994,House,0,6803
178640,4,3,3860,Ottawa,AB,1972,House,0,7823
118937,3,3,2455,Calgary,QC,1983,House,1,9882
704949,3,3,1648,Calgary,BC,2018,Condo,1,9280
515827,3,2,1540,Toronto,ON,1982,Apartment,1,6393
974924,3,1,3371,Vancouver,BC,2017,Apartment,1,6273
921243,3,1,1850,Toronto,ON,1951,House,1,6354
324671,1,2,2043,Montreal,AB,1984,Condo,0,6669
714767,3,1,3966,Calgary,ON,2003,Condo,1,3085
266657,4,2,2790,Calgary,QC,1975,Condo,0,7352
692815,2,1,1638,Toronto,BC,2019,Condo,0,9746
264199,3,1,3945,Vancouver,ON,1978,House,0,6208
409093,4,1,2126,Vancouver,BC,2008,House,0,4500
132029,5,1,1603,Ottawa,BC,2006,House,0,1224
404799,4,2,2907,Montreal,AB,2000,Apartment,1,9688
645562,5,3,1514,Montreal,QC,1972,Condo,1,6243
486989,2,3,3533,Vancouver,QC,1965,House,1,8098
368758,3,3,1969,Calgary,ON,1983,House,0,4811
167406,1,1,1527,Calgary,ON,1972,House,0,1143
979803,5,3,3943,Ottawa,ON,2003,Apartment,1,7080
806146,2,3,2035,Montreal,ON,2014,House,0,1956
703624,2,3,2225,Ottawa,ON,1996,House,1,3780
409553,4,2,3617,Toronto,ON,2000,Apartment,1,3050
594826,1,1,2623,Ottawa,ON,2015,Apartment,1,2680
526946,2,2,906,Montreal,AB,1959,Condo,1,9657
191982,2,1,2340,Montreal,ON,1973,House,0,3419
831739,5,3,1888,Toronto,ON,1993,House,1,6689
105543,5,2,3751,Ottawa,AB,1997,House,1,7881
730409,2,3,3596,Ottawa,ON,2017,Condo,1,7460
740685,4,1,1832,Vancouver,ON,1982,Condo,0,1681
251509,3,1,2908,Ottawa,QC,1981,Apartment,0,8519
218146,5,2,1588,Montreal,ON,2010,House,1,1468
634705,1,3,3622,Toronto,QC,2002,Apartment,1,5690
148934,5,2,3336,Calgary,QC,1965,House,1,3641
227717,4,2,898,Vancouver,ON,1951,Apartment,1,3732
218883,2,2,3496,Calgary,ON,2011,Condo,0,2755
868939,2,1,1818,Toronto,BC,1963,House,1,8001
970209,5,3,3894,Calgary,QC,1999,Apartment,0,4972
882517,1,3,2542,Toronto,AB,1950,House,1,1828
601688,2,3,3600,Montreal,ON,1981,Apartment,1,7170
339320,4,1,1290,Calgary,QC,2002,Condo,0,3649
467781,3,3,1937,Vancouver,BC,1967,House,1,6397
535197,3,1,3711,Montreal,QC,1957,Condo,0,6973
550196,1,2,1534,Montreal,QC,1962,House,1,1884
984793,1,2,2625,Toronto,AB,1974,Condo,1,2361
820979,1,2,3086,Ottawa,ON,1973,Condo,0,3332
163050,4,3,3996,Montreal,ON,1951,Condo,1,3802
939747,3,2,3059,Calgary,ON,2011,Apartment,1,5724
599149,5,3,3976,Toronto,BC,1983,Condo,0,6282
939481,3,2,2731,Calgary,ON,1976,Condo,1,6173
292677,3,3,3660,Ottawa,ON,1978,Apartment,0,3635
426777,1,1,1775,Toronto,ON,1963,Apartment,0,7650
763757,3,2,1879,Ottawa,ON,1980,House,0,1960
954071,1,3,1007,Toronto,ON,1998,House,1,2305
202143,5,2,1997,Montreal,ON,1952,House,1,7082
119853,1,2,3949,Montreal,AB,2011,Apartment,1,8311
446456,5,3,2399,Toronto,BC,1962,Condo,0,3502
690098,4,3,1373,Vancouver,ON,1993,House,0,4613
311067,2,2,3587,Montreal,ON,1989,House,1,4435
322840,1,2,2868,Montreal,AB,1992,Condo,0,8921
147862,5,3,945,Toronto,ON,1969,Apartment,1,5422
951450,5,2,2901,Ottawa,ON,1974,House,0,5058
769003,5,1,1368,Calgary,ON,1967,House,1,9072
888351,5,3,2775,Calgary,BC,1977,House,1,4330
383202,4,2,3759,Toronto,BC,1950,Apartment,0,5578
214404,3,3,917,Ottawa,QC,1966,Condo,0,1588
443989,1,2,2776,Montreal,BC,1997,Condo,1,6237
751868,3,3,3003,Montreal,ON,1996,Apartment,1,4147
280251,2,2,3346,Montreal,AB,2003,Condo,1,3715
218485,3,1,3483,Calgary,QC,1973,House,0,2479
971296,1,3,3349,Toronto,ON,1995,Condo,1,7043
223787,5,3,3226,Vancouver,BC,1953,House,1,2509
779383,2,2,1394,Vancouver,QC,2020,House,0,4567
623710,2,2,2671,Toronto,ON,2007,Apartment,1,9984
435292,1,1,849,Ottawa,ON,1956,Apartment,0,5959
842786,4,1,1336,Montreal,BC,1961,Apartment,1,4390
513690,3,1,2957,Toronto,BC,1991,House,1,8435
185632,2,2,2467,Montreal,QC,1967,Apartment,1,3316
499056,3,1,2340,Toronto,ON,1978,Apartment,0,8288
193826,5,3,3305,Vancouver,QC,1963,Apartment,1,4025
786728,2,3,3760,Ottawa,AB,1958,Condo,1,8737
225073,4,2,3481,Ottawa,QC,1957,House,1,8519
598272,5,1,3423,Calgary,AB,1952,Condo,1,6655
138890,1,1,3706,Ottawa,ON,1994,House,1,7563
719801,4,1,2718,Vancouver,ON,1994,Condo,0,1547
506007,5,3,3227,Toronto,BC,1959,Apartment,0,7373
430389,5,1,3792,Vancouver,BC,1952,Apartment,0,1439
316571,5,1,2178,Toronto,AB,1973,Apartment,0,5418
859544,5,2,2517,Vancouver,AB,1989,Apartment,1,5341
921074,2,3,1044,Montreal,BC,2004,Apartment,0,4268
833509,2,2,3719,Ottawa,BC,1991,Condo,1,3513
154681,3,2,1101,Calgary,ON,2015,Apartment,1,3209
361076,5,2,2679,Montreal,QC,1954,Condo,0,8274
360925,2,1,1270,Montreal,BC,2003,Apartment,1,6956
483812,5,3,3797,Toronto,ON,1997,House,0,4173
416113,5,1,2433,Toronto,QC,2021,Apartment,0,1274
922399,1,3,1116,Vancouver,BC,1990,Condo,1,5645
168588,3,3,2257,Ottawa,BC,1957,Apartment,1,3849
301619,5,1,2616,Calgary,QC,1977,Apartment,1,5959
882325,3,2,3559,Toronto,ON,2010,House,1,9248
217147,3,3,2320,Vancouver,BC,1961,Condo,0,6780
852312,3,3,1531,Toronto,QC,1973,House,1,4393
346436,3,2,2294,Vancouver,BC,1950,Apartment,1,3411
835026,2,1,3254,Ottawa,AB,2012,Apartment,1,2272
884968,3,1,1353,Vancouver,QC,1950,Apartment,0,1373
933241,1,3,3144,Ottawa,QC,1992,Condo,0,2772
641930,2,1,3783,Montreal,BC,2022,Condo,0,3995
744742,5,1,2094,Calgary,AB,1982,Condo,0,1475
355154,3,3,3494,Toronto,ON,2006,House,1,6463
593625,1,2,1647,Montreal,QC,1970,House,1,8032
353960,1,3,3410,Calgary,ON,2015,Apartment,1,2179
691904,1,1,1369,Montreal,QC,1968,Condo,1,9248
712053,5,2,3931,Montreal,ON,2005,Condo,0,3583
764000,3,2,3219,Ottawa,ON,2005,Condo,1,8947
234279,5,2,2323,Ottawa,QC,2005,Condo,1,8336
744145,3,2,3421,Calgary,AB,1983,Condo,0,6318
971286,4,1,3644,Vancouver,QC,2011,House,0,1498
930255,4,2,1947,Calgary,BC,1977,Apartment,1,9314
200414,5,1,3106,Toronto,BC,2010,Apartment,1,7956
365190,5,2,1466,Vancouver,BC,1982,House,0,4458
361756,3,2,2828,Toronto,ON,2022,Apartment,0,7875
911096,2,1,3277,Montreal,QC,1969,Condo,1,2256
857088,3,3,3776,Ottawa,BC,1989,Condo,0,2424
772200,5,1,2884,Ottawa,ON,2018,Apartment,1,2434
947735,3,1,1046,Toronto,BC,2004,Apartment,0,3469
607371,3,3,1527,Calgary,ON,2011,Condo,0,1908
571531,4,3,3381,Vancouver,QC,1996,Apartment,0,7172
265104,3,3,1296,Toronto,QC,1961,House,0,2049
402288,2,1,2902,Ottawa,BC,1966,Condo,1,7671
771562,2,1,1162,Vancouver,BC,1951,House,0,8730
497576,3,2,3660,Calgary,QC,1960,House,1,3992
557097,1,3,2685,Montreal,ON,1999,Condo,0,8296
670584,2,3,2970,Ottawa,BC,1973,Condo,1,3568
585012,2,1,1492,Toronto,BC,2006,House,0,4624
542058,2,1,3280,Calgary,BC,1986,Apartment,1,5908
126507,3,1,2836,Toronto,QC,1984,House,0,6693
217990,4,1,1779,Montreal,BC,1970,Condo,0,7498
473198,2,1,1693,Vancouver,QC,1991,House,1,6506
535717,5,2,1918,Ottawa,ON,1962,Condo,1,2932
488920,3,1,1000,Ottawa,BC,1957,Condo,0,4199
563172,5,3,1316,Vancouver,ON,1996,Condo,1,7834
362222,2,2,1881,Montreal,ON,1989,Condo,1,2525
649087,5,2,2277,Ottawa,ON,2012,Condo,0,1515
157083,2,3,1283,Toronto,AB,1985,House,1,2087
935439,1,2,2748,Vancouver,ON,2019,Apartment,1,4570
905442,3,3,1544,Vancouver,QC,1987,Condo,0,4038
629026,5,3,1526,Montreal,QC,2000,Condo,0,2187
605550,3,2,1081,Montreal,BC,1980,Apartment,1,8306
624463,1,2,2958,Vancouver,ON,1956,Apartment,1,4357
491263,5,1,3608,Toronto,AB,1969,House,1,1113
187044,3,1,3747,Montreal,ON,1958,Apartment,1,7334
888334,3,2,1383,Ottawa,AB,1970,Condo,1,3636
406703,3,3,3758,Vancouver,QC,1956,Condo,0,2423
539533,4,1,1780,Toronto,QC,1978,Condo,0,4413
649940,1,2,3946,Vancouver,QC,1992,Apartment,0,1371
781744,2,1,3019,Montreal,AB,1981,House,0,4283
326086,3,2,2988,Vancouver,QC,1983,Apartment,1,7873
888356,2,3,1491,Vancouver,QC,1990,Condo,1,3199
751863,5,3,3364,Ottawa,BC,2018,House,0,7762
145336,2,3,1789,Vancouver,ON,1970,House,0,2257
720052,3,3,1400,Montreal,BC,1953,Condo,1,4886
113933,5,2,2953,Montreal,QC,1951,Apartment,0,9714
698151,3,3,1682,Calgary,BC,1982,House,1,5225
632141,5,2,2730,Vancouver,ON,1996,Condo,1,4366
481218,4,2,2961,Vancouver,AB,1950,House,1,5456
206777,3,2,2271,Montreal,ON,1976,Apartment,0,5319
862658,2,2,3826,Montreal,ON,1996,House,1,4926
773270,5,1,3268,Montreal,ON,1950,Apartment,0,2641
640084,2,2,1963,Montreal,QC,1955,Apartment,1,6502
700846,3,1,3454,Vancouver,BC,1965,Condo,1,2600
721378,2,2,1261,Ottawa,AB,2015,Apartment,0,2190
364616,3,1,3420,Calgary,BC,1989,Condo,0,2444
442408,1,3,1533,Montreal,BC,2004,House,1,4218
669507,1,2,1527,Toronto,QC,1975,Condo,0,7962
168019,4,2,1964,Montreal,AB,2007,Apartment,1,4585
878346,1,2,3916,Ottawa,QC,2004,Condo,1,7881
562711,1,1,2254,Calgary,ON,2000,Apartment,0,6478
326265,3,2,2129,Toronto,ON,1971,Apartment,0,5338
508073,3,1,1540,Montreal,QC,1962,House,1,5379
879421,3,3,2877,Montreal,QC,1963,House,0,5694
851593,3,1,3870,Calgary,BC,1982,Condo,0,4931
854300,2,1,1459,Toronto,AB,2008,Condo,0,3044
711555,2,2,815,Vancouver,AB,1996,Apartment,0,9575
536153,5,1,1750,Vancouver,BC,1976,Apartment,1,6568
134768,4,3,2834,Calgary,QC,1954,Apartment,1,8889
711544,3,1,1054,Ottawa,QC,2013,House,1,7409
185322,5,1,1674,Montreal,BC,2002,House,0,5601
944730,4,1,3977,Toronto,BC,1951,Condo,1,7887
967063,3,2,1865,Montreal,QC,1973,Condo,0,3273
535822,3,2,3866,Montreal,BC,2008,Apartment,1,2242
391230,2,1,2578,Toronto,QC,1985,Condo,0,4689
266475,1,2,1809,Calgary,ON,2004,Apartment,1,3580
136825,5,2,976,Montreal,ON,1956,House,1,8342
108614,5,1,1487,Toronto,QC,1972,Condo,1,2228
280279,1,1,1362,Vancouver,AB,2019,House,1,3895
339052,2,3,2743,Toronto,ON,2020,Apartment,0,5518
271165,2,2,1139,Ottawa,AB,1995,Apartment,1,3586
554914,4,2,3408,Calgary,ON,2011,Apartment,1,3012
878782,1,1,1941,Ottawa,BC,2004,Condo,1,3992
273183,5,2,3822,Vancouver,QC,1980,House,1,2300
727757,3,2,1189,Vancouver,ON,1979,Condo,0,4612
649538,2,1,921,Vancouver,AB,1963,Apartment,0,4055
